名称,类型,经度,纬度,地址,省份,城市,区县
云快充汽车充电站(合肥鼎泓机械),汽车服务;充电站;充电站,117.098583,32.02796,岗集鼎泓机械有限公司(G206东100米),安徽省,合肥市,长丰县
皖小能汽车充电站(岗集镇四十埠村),汽车服务;充电站;充电站,117.14499,32.015522,岗集镇四十埠村村委会四十埠小学,安徽省,合肥市,长丰县
中国(合肥)非物质文化遗产园-手机充电桩,汽车服务;充电站;充电站,117.114656,32.005115,玻璃桥西北侧180米,安徽省,合肥市,长丰县
皖小能汽车充电站(岗集镇桃山村新小郢小区),汽车服务;充电站;充电站,117.155914,32.024654,岗集镇桃山村党群服务中心桃山村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇吴王广场),汽车服务;充电站;充电站,117.065908,32.069297,053县道与018县道交叉口西北180米,安徽省,合肥市,长丰县
皖小能汽车充电站(皖小能吴山镇百花公园),汽车服务;充电站;充电站,117.0706,32.06542,吴山镇百花街与镇中路交口西南角停车场,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇政府停车场),汽车服务;充电站;充电站,117.07903,32.064518,吴山镇人民政府,安徽省,合肥市,长丰县
汽车充电站(晟威鑫城华府),汽车服务;充电站;充电站,117.073168,32.065654,晟威鑫城华府进小区大门右转20米8栋、进小区大门左转209栋门口地面停车位,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇桥冲村),汽车服务;充电站;充电站,117.06684,32.042828,吴山镇桥冲村退役军人服务管理站,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇高岗村),汽车服务;充电站;充电站,117.03731,32.07951,吴山镇高岗村退役军人服务站吴山镇高岗村村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇四墩村),汽车服务;充电站;充电站,117.080376,32.11532,吴山镇四墩村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇岗楼村),汽车服务;充电站;充电站,117.04836,32.13869,吴山镇岗楼村退役军人服务站吴山镇岗楼村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇梨园村),汽车服务;充电站;充电站,117.03438,32.128674,吴山镇梨园村村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇官府社区),汽车服务;充电站;充电站,117.03422,32.109013,吴山镇官府社区退役军人服务站,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇陶店村),汽车服务;充电站;充电站,117.08315,32.18921,杨庙镇陶店村党群服务中心陶店村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇四树村),汽车服务;充电站;充电站,117.08836,32.15006,杨庙镇四树村西大郢居民活动中心,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇枣林村),汽车服务;充电站;充电站,117.033676,32.200356,枣林铺村村民委员会枣林大道与圩里路交叉口东南280米,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇杨庙小学),汽车服务;充电站;充电站,117.085,32.198715,杨庙镇育才路长丰县杨庙镇中心学校,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇大元村),汽车服务;充电站;充电站,117.02164,32.21493,杨庙镇大元村村民委员会杨庙镇大元村,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇颜岗村),汽车服务;充电站;充电站,117.071655,32.21843,颜岗村村民委员会杨氏庄园西侧270米,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇十井村),汽车服务;充电站;充电站,117.08719,32.23867,杨庙镇十井村村委,安徽省,合肥市,长丰县
皖小能汽车充电站(吴山镇涂郢社区),汽车服务;充电站;充电站,117.02682,32.14864,吴山镇涂郢社区退役军人服务站吴山镇涂郢社区居民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇宋楼村),汽车服务;充电站;充电站,117.03196,32.167404,宋楼村村民委员会宋楼村便民超市西侧60米,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇大路村),汽车服务;充电站;充电站,117.06269,32.206642,大路村村民委员会大元路北40米,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇双塘村),汽车服务;充电站;充电站,117.08688,32.218735,杨庙镇双塘村村民委员会206国道东200米,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇政府),汽车服务;充电站;充电站,117.08738,32.192932,杨庙镇人民政府,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇豸铺村),汽车服务;充电站;充电站,117.06485,32.17723,杨庙镇豸铺村,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇谷大郢村),汽车服务;充电站;充电站,117.05104,32.157406,杨庙镇谷大郢村民委员会杨庙镇谷大郢村,安徽省,合肥市,长丰县
皖小能汽车充电站(陶楼镇古城社区),汽车服务;充电站;充电站,117.13834,32.14669,陶楼镇古城社区居民委员会陶楼乡古城村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇古楼社区),汽车服务;充电站;充电站,117.15107,32.191807,下塘镇中共古楼社区总支委员会古楼村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(杨庙镇大程村),汽车服务;充电站;充电站,117.11597,32.22203,大程村村民委员会建华路与光明路交叉口东220米,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇西葛社区),汽车服务;充电站;充电站,117.15251,32.220783,下塘镇西葛社区居委会,安徽省,合肥市,长丰县
汽车充电站(皖小能庄墓下坝站),汽车服务;充电站;充电站,117.124221,32.333346,庄墓村委会庄墓街道与向阳路交叉口南100米,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇曹岗村),汽车服务;充电站;充电站,117.103065,32.309093,义井镇曹岗村村民委员会,安徽省,合肥市,长丰县
汽车充电站(云快充站),汽车服务;充电站;充电站,117.118066,32.322483,庄墓镇聚缘山庄,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇政府),汽车服务;充电站;充电站,117.11011,32.295055,义井镇人民政府,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇迎水村葫芦湾小区),汽车服务;充电站;充电站,117.16893,32.27293,义井镇蒙城北路,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇涂拐社区),汽车服务;充电站;充电站,117.10204,32.252705,义井镇涂拐社区退伍军人服务管理站050乡道,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇蔡岗村),汽车服务;充电站;充电站,117.10815,32.264732,蔡岗村委会206国道附近,安徽省,合肥市,长丰县
皖小能汽车充电站(庄墓镇刘浅社区),汽车服务;充电站;充电站,117.141075,32.33738,庄墓镇刘浅社区社会组织联合会刘浅社区居委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇楼丰村),汽车服务;充电站;充电站,117.11345,32.28816,义井镇楼丰村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇杨店村),汽车服务;充电站;充电站,117.14827,32.317524,义井镇杨店村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇龙王村),汽车服务;充电站;充电站,117.13006,32.285023,义井镇龙王村委会(公交站),安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇甄祠村),汽车服务;充电站;充电站,117.09035,32.29978,甄祠村委会义井乡,安徽省,合肥市,长丰县
皖小能汽车充电站(庄墓镇侯集村),汽车服务;充电站;充电站,117.11411,32.329105,庄墓镇侯集社区党群服务中心,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇大郢村),汽车服务;充电站;充电站,117.08972,32.269825,义井镇大郢村村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇向东村),汽车服务;充电站;充电站,117.14625,32.280773,向东村村民委员会075乡道,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇杜岗村市集广场),汽车服务;充电站;充电站,117.05173,32.292324,义井镇杜岗村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇塘面村),汽车服务;充电站;充电站,117.05215,32.313576,义井镇塘面村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇黄巷村),汽车服务;充电站;充电站,117.07267,32.300056,义井镇黄巷村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(庄墓镇张圩村),汽车服务;充电站;充电站,117.07478,32.33671,庄墓镇张圩村退役军人事务部张圩村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(义井镇红桥村),汽车服务;充电站;充电站,117.076195,32.315304,红桥村村委会义井镇,安徽省,合肥市,长丰县
下塘镇双杰汽车充电站,汽车服务;充电站;充电站,117.230058,32.184062,合水路辅路双杰电气合肥有限公司地面停车场,安徽省,合肥市,长丰县
皖小能下塘智慧停车场汽车充电站,汽车服务;充电站;充电站,117.23637,32.156252,下塘支路2号地面停车场,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘梧桐大道),汽车服务;充电站;充电站,117.244286,32.18016,皖能综合能源港下塘梧桐大道站建业大道与梧桐大道交口东北侧,安徽省,合肥市,长丰县
皖小能电动汽车快充站(下塘为民服务中心停车场站),汽车服务;充电站;充电站,117.21164,32.198106,交通街127号地面停车场,安徽省,合肥市,长丰县
易佳电汽车充电站(易佳电蓝鲤长丰慧鹏换电站),汽车服务;充电站;充电站,117.23132,32.18109,长丰能源综合改革创新试点展示中心北门(进门右转100米),安徽省,合肥市,长丰县
皖小能汽车充电站(下塘合水路公交停保场),汽车服务;充电站;充电站,117.21481,32.206852,下塘镇站东路长丰县下塘实验学校,安徽省,合肥市,长丰县
合肥充电长丰县下塘镇停车场充电站,汽车服务;充电站;充电站,117.215339,32.234263,新合水路下塘停车场,安徽省,合肥市,长丰县
云快充汽车充电站(双杰金店雅苑),汽车服务;充电站;充电站,117.226261,32.18158,下塘镇金店雅苑三期地下停车场,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇小井村),汽车服务;充电站;充电站,117.22231,32.21178,下塘镇小井村村民委员会九久夕阳红小井老年公寓,安徽省,合肥市,长丰县
念湖中央公园电动汽车充电站,汽车服务;充电站;充电站,117.227488,32.193904,凤麟大道辅路与红枫路交叉口北180米,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇钱集社区),汽车服务;充电站;充电站,117.1757,32.214783,钱集社区居委会下塘镇034乡道,安徽省,合肥市,长丰县
卓燕智行汽车充电站(四期洋房6栋南面),汽车服务;充电站;充电站,117.237885,32.18978,下塘镇孔雀城四期,安徽省,合肥市,长丰县
皖小能汽车充电站(陶楼镇杭岗社区),汽车服务;充电站;充电站,117.196175,32.161007,陶楼镇中共陶楼镇杭岗村总支委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇明华社区),汽车服务;充电站;充电站,117.17131,32.182953,明华社区党群服务中心015县道与075乡道交叉口东南150米曹户村村委会附近,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇幸福社区),汽车服务;充电站;充电站,117.17683,32.235638,下塘镇幸福社区居委会,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇北店社区),汽车服务;充电站;充电站,117.199615,32.22709,下塘镇北店村村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(陶楼镇陈圩社区),汽车服务;充电站;充电站,117.171684,32.160175,陶楼镇陈圩社区退役军人服务管理站075乡道陈圩社区党群服务中心,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇埠里社区),汽车服务;充电站;充电站,117.32092,32.16565,下塘镇好又多超市(下塘镇埠里农贸市场店)下塘镇埠里农贸市场,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇顾圩村),汽车服务;充电站;充电站,117.26032,32.20044,下塘镇顾圩村村委会,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡凤群社区),汽车服务;充电站;充电站,117.32252,32.198627,造甲乡凤群社区居委会,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇埠南社区),汽车服务;充电站;充电站,117.327675,32.146206,下塘镇埠南社区居民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡双河新村),汽车服务;充电站;充电站,117.29463,32.234844,造甲乡双河社区退役军人服务站长丰县造甲乡双河村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(下塘镇陶新村),汽车服务;充电站;充电站,117.28557,32.190083,下塘镇陶新村党群服务中心长丰县下塘镇陶新村民委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡双丰社区),汽车服务;充电站;充电站,117.32266,32.22284,造甲乡双丰社区退役军人服务站双丰社区党群服务中心1楼,安徽省,合肥市,长丰县
皖小能汽车充电站(朱巷镇前黄村),汽车服务;充电站;充电站,117.26913,32.332226,朱巷镇前黄村村委会朱巷镇前黄村党群服务中心,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡陈刘社区),汽车服务;充电站;充电站,117.30355,32.28562,造甲乡陈刘社区居委会,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡许圩村),汽车服务;充电站;充电站,117.32834,32.263233,造甲乡许圩村村委会中共造甲乡许圩村总支委员会,安徽省,合肥市,长丰县
皖小能汽车充电站(造甲乡六方村),汽车服务;充电站;充电站,117.30419,32.252483,造甲乡六方村委会,安徽省,合肥市,长丰县
